,DATEPRD,NPD_WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DP_TUBING,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
1215,2015-10-08,7078,24.0,215.3621645833333,181.28011999999998,34.08204458333333,77.08423854166666,8.069335208333333,1133.96,173374.37,1382.74
1216,2015-10-09,7078,24.0,210.9364825,179.27452041666663,31.66196208333333,78.93628916666667,4.9720104166666665,1188.88,179684.86,1483.32
1217,2015-10-10,7078,24.0,209.95866291666667,178.97155166666667,30.98711125,78.61899604166666,4.896405000000001,1187.22,179770.13,1495.48
1218,2015-10-11,7078,24.0,209.48003770833333,178.63262375,30.84741395833333,76.77902979166667,5.031756458333334,1190.45,180151.78,1492.89
1219,2015-10-12,7078,24.0,209.55139083333333,178.636635,30.91475583333333,77.39183854166667,5.0755510416666665,1176.43,179312.09,1494.74
1220,2015-10-13,7078,23.16667,218.98029714534718,183.2851317115408,35.695165433806416,76.4478211445538,9.437231446206988,1037.47,159732.32,1460.37
1221,2015-10-14,7078,24.0,213.50992854166665,180.6339064583333,32.87602208333333,78.43141333333334,6.2291766666666675,1141.23,171603.71,1500.22
1222,2015-10-15,7078,24.0,212.323774375,180.03718166666667,32.28659270833333,78.25142729166667,4.346221458333333,1150.21,175842.07,1495.41
1223,2015-10-16,7078,24.0,209.4583458333333,178.73474416666667,30.72360166666667,79.43418020833333,4.647694583333333,1182.94,178521.98,1571.61
1224,2015-10-17,7078,24.0,209.3568020833333,178.624876875,30.73192520833333,79.48873979166666,4.681092291666666,1169.51,175572.06,1533.87
1225,2015-10-18,7078,24.0,209.35166395833332,178.61471854166663,30.73694541666667,79.43651770833333,4.809567708333334,1172.3,174462.22,1521.76
1226,2015-10-19,7078,24.0,209.78306125,178.88859125,30.894470000000002,79.23218166666666,4.753996041666666,1135.6,170485.55,1497.62
1227,2015-10-20,7078,24.0,209.85960291666663,178.90842791666665,30.951175,79.038611875,4.731714166666666,1137.63,170592.93,1452.65
